,genre,country,count
2346,Stand-Up Comedy & Talk Shows,Portugal,0
2347,Stand-Up Comedy & Talk Shows,Romania,0
2348,Stand-Up Comedy & Talk Shows,Russia,0
2349,Stand-Up Comedy & Talk Shows,Saudi Arabia,0
2350,Stand-Up Comedy & Talk Shows,Serbia,0
2351,Stand-Up Comedy & Talk Shows,Singapore,0
2352,Stand-Up Comedy & Talk Shows,Slovenia,0
2353,Stand-Up Comedy & Talk Shows,Somalia,0
2354,Stand-Up Comedy & Talk Shows,South Africa,0
2355,Stand-Up Comedy & Talk Shows,South Korea,4
2356,Stand-Up Comedy & Talk Shows,Soviet Union,0
2357,Stand-Up Comedy & Talk Shows,Spain,0
2358,Stand-Up Comedy & Talk Shows,Sweden,0
2359,Stand-Up Comedy & Talk Shows,Switzerland,0
2360,Stand-Up Comedy & Talk Shows,Taiwan,0
2361,Stand-Up Comedy & Talk Shows,Thailand,0
2362,Stand-Up Comedy & Talk Shows,Turkey,0
2363,Stand-Up Comedy & Talk Shows,United Arab Emirates,0
2364,Stand-Up Comedy & Talk Shows,United Kingdom,1
2365,Stand-Up Comedy & Talk Shows,United States,27
2366,Stand-Up Comedy & Talk Shows,Uruguay,0
2367,Stand-Up Comedy & Talk Shows,Venezuela,0
2368,Anime Series,Argentina,0
2369,Anime Series,Australia,0
2370,Anime Series,Austria,0
2371,Anime Series,Belgium,0
2372,Anime Series,Brazil,0
2373,Anime Series,Bulgaria,0
2374,Anime Series,Cambodia,0
2375,Anime Series,Canada,2
2376,Anime Series,Chile,0
2377,Anime Series,China,0
2378,Anime Series,Colombia,0
2379,Anime Series,Croatia,0
2380,Anime Series,Cyprus,0
2381,Anime Series,Czech Republic,0
2382,Anime Series,Denmark,0
2383,Anime Series,Egypt,0
2384,Anime Series,Finland,0
2385,Anime Series,France,0
2386,Anime Series,Georgia,0
2387,Anime Series,Germany,0
2388,Anime Series,Ghana,0
2389,Anime Series,Hong Kong,0
2390,Anime Series,Iceland,0
2391,Anime Series,India,0
2392,Anime Series,Indonesia,0
2393,Anime Series,Iran,0
2394,Anime Series,Ireland,0
2395,Anime Series,Israel,0
2396,Anime Series,Italy,0
2397,Anime Series,Japan,107
2398,Anime Series,Lebanon,0
2399,Anime Series,Malaysia,0
2400,Anime Series,Mauritius,0
2401,Anime Series,Mexico,0
2402,Anime Series,Netherlands,0
2403,Anime Series,New Zealand,0
2404,Anime Series,Norway,0
2405,Anime Series,Pakistan,0
2406,Anime Series,Paraguay,0
2407,Anime Series,Peru,0
2408,Anime Series,Philippines,0
2409,Anime Series,Poland,0
2410,Anime Series,Portugal,0
2411,Anime Series,Romania,0
2412,Anime Series,Russia,0
2413,Anime Series,Saudi Arabia,0
2414,Anime Series,Serbia,0
2415,Anime Series,Singapore,0
2416,Anime Series,Slovenia,0
2417,Anime Series,Somalia,0
2418,Anime Series,South Africa,0
2419,Anime Series,South Korea,1
2420,Anime Series,Soviet Union,0
2421,Anime Series,Spain,0
2422,Anime Series,Sweden,0
2423,Anime Series,Switzerland,0
2424,Anime Series,Taiwan,0
2425,Anime Series,Thailand,0
2426,Anime Series,Turkey,0
2427,Anime Series,United Arab Emirates,0
2428,Anime Series,United Kingdom,0
2429,Anime Series,United States,9
2430,Anime Series,Uruguay,0
2431,Anime Series,Venezuela,0
2432,Classic & Cult TV,Argentina,0
2433,Classic & Cult TV,Australia,0
2434,Classic & Cult TV,Austria,0
2435,Classic & Cult TV,Belgium,0
2436,Classic & Cult TV,Brazil,0
2437,Classic & Cult TV,Bulgaria,0
2438,Classic & Cult TV,Cambodia,0
2439,Classic & Cult TV,Canada,2
2440,Classic & Cult TV,Chile,0
2441,Classic & Cult TV,China,0
2442,Classic & Cult TV,Colombia,0
2443,Classic & Cult TV,Croatia,0
2444,Classic & Cult TV,Cyprus,0
2445,Classic & Cult TV,Czech Republic,0
2446,Classic & Cult TV,Denmark,0
2447,Classic & Cult TV,Egypt,0
2448,Classic & Cult TV,Finland,0
2449,Classic & Cult TV,France,0
2450,Classic & Cult TV,Georgia,0
2451,Classic & Cult TV,Germany,0
2452,Classic & Cult TV,Ghana,0
2453,Classic & Cult TV,Hong Kong,0
2454,Classic & Cult TV,Iceland,0
2455,Classic & Cult TV,India,0
2456,Classic & Cult TV,Indonesia,0
2457,Classic & Cult TV,Iran,0
2458,Classic & Cult TV,Ireland,0
2459,Classic & Cult TV,Israel,0
2460,Classic & Cult TV,Italy,0
2461,Classic & Cult TV,Japan,0
2462,Classic & Cult TV,Lebanon,0
2463,Classic & Cult TV,Malaysia,0
2464,Classic & Cult TV,Mauritius,0
2465,Classic & Cult TV,Mexico,2
2466,Classic & Cult TV,Netherlands,0
2467,Classic & Cult TV,New Zealand,0
2468,Classic & Cult TV,Norway,0
2469,Classic & Cult TV,Pakistan,0
2470,Classic & Cult TV,Paraguay,0
2471,Classic & Cult TV,Peru,0
2472,Classic & Cult TV,Philippines,0
2473,Classic & Cult TV,Poland,0
2474,Classic & Cult TV,Portugal,0
2475,Classic & Cult TV,Romania,0
2476,Classic & Cult TV,Russia,0
2477,Classic & Cult TV,Saudi Arabia,0
2478,Classic & Cult TV,Serbia,0
2479,Classic & Cult TV,Singapore,0
2480,Classic & Cult TV,Slovenia,0
2481,Classic & Cult TV,Somalia,0
2482,Classic & Cult TV,South Africa,0
2483,Classic & Cult TV,South Korea,0
2484,Classic & Cult TV,Soviet Union,0
2485,Classic & Cult TV,Spain,0
2486,Classic & Cult TV,Sweden,0
2487,Classic & Cult TV,Switzerland,0
2488,Classic & Cult TV,Taiwan,0
2489,Classic & Cult TV,Thailand,0
2490,Classic & Cult TV,Turkey,0
2491,Classic & Cult TV,United Arab Emirates,0
2492,Classic & Cult TV,United Kingdom,6
2493,Classic & Cult TV,United States,16
2494,Classic & Cult TV,Uruguay,0
2495,Classic & Cult TV,Venezuela,0
2496,Korean TV Shows,Argentina,0
2497,Korean TV Shows,Australia,0
2498,Korean TV Shows,Austria,0
2499,Korean TV Shows,Belgium,0
2500,Korean TV Shows,Brazil,0
2501,Korean TV Shows,Bulgaria,0
2502,Korean TV Shows,Cambodia,0
2503,Korean TV Shows,Canada,1
2504,Korean TV Shows,Chile,0
2505,Korean TV Shows,China,1
2506,Korean TV Shows,Colombia,0
2507,Korean TV Shows,Croatia,0
2508,Korean TV Shows,Cyprus,0
2509,Korean TV Shows,Czech Republic,0
2510,Korean TV Shows,Denmark,0
2511,Korean TV Shows,Egypt,0
2512,Korean TV Shows,Finland,0
2513,Korean TV Shows,France,0
2514,Korean TV Shows,Georgia,0
2515,Korean TV Shows,Germany,0
2516,Korean TV Shows,Ghana,0
2517,Korean TV Shows,Hong Kong,1
2518,Korean TV Shows,Iceland,0
2519,Korean TV Shows,India,0
2520,Korean TV Shows,Indonesia,0
2521,Korean TV Shows,Iran,0
2522,Korean TV Shows,Ireland,0
2523,Korean TV Shows,Israel,0
2524,Korean TV Shows,Italy,0
2525,Korean TV Shows,Japan,0
2526,Korean TV Shows,Lebanon,0
2527,Korean TV Shows,Malaysia,1
2528,Korean TV Shows,Mauritius,0
2529,Korean TV Shows,Mexico,0
2530,Korean TV Shows,Netherlands,0
2531,Korean TV Shows,New Zealand,0
2532,Korean TV Shows,Norway,0
2533,Korean TV Shows,Pakistan,0
2534,Korean TV Shows,Paraguay,0
2535,Korean TV Shows,Peru,0
2536,Korean TV Shows,Philippines,0
2537,Korean TV Shows,Poland,0
2538,Korean TV Shows,Portugal,0
2539,Korean TV Shows,Romania,0
2540,Korean TV Shows,Russia,1
2541,Korean TV Shows,Saudi Arabia,0
2542,Korean TV Shows,Serbia,0
2543,Korean TV Shows,Singapore,1
2544,Korean TV Shows,Slovenia,0
2545,Korean TV Shows,Somalia,0
2546,Korean TV Shows,South Africa,0
2547,Korean TV Shows,South Korea,107
2548,Korean TV Shows,Soviet Union,0
2549,Korean TV Shows,Spain,0
2550,Korean TV Shows,Sweden,0
2551,Korean TV Shows,Switzerland,0
2552,Korean TV Shows,Taiwan,0
2553,Korean TV Shows,Thailand,0
2554,Korean TV Shows,Turkey,0
2555,Korean TV Shows,United Arab Emirates,0
2556,Korean TV Shows,United Kingdom,0
2557,Korean TV Shows,United States,4
2558,Korean TV Shows,Uruguay,0
2559,Korean TV Shows,Venezuela,0
2560,Anime Features,Argentina,0
2561,Anime Features,Australia,0
2562,Anime Features,Austria,0
2563,Anime Features,Belgium,0
2564,Anime Features,Brazil,0
2565,Anime Features,Bulgaria,0
2566,Anime Features,Cambodia,0
2567,Anime Features,Canada,0
2568,Anime Features,Chile,0
2569,Anime Features,China,1
2570,Anime Features,Colombia,0
2571,Anime Features,Croatia,0
2572,Anime Features,Cyprus,0
2573,Anime Features,Czech Republic,0
2574,Anime Features,Denmark,0
2575,Anime Features,Egypt,0
2576,Anime Features,Finland,0
2577,Anime Features,France,0
2578,Anime Features,Georgia,0
2579,Anime Features,Germany,0
2580,Anime Features,Ghana,0
2581,Anime Features,Hong Kong,0
2582,Anime Features,Iceland,0
2583,Anime Features,India,0
2584,Anime Features,Indonesia,0
2585,Anime Features,Iran,0
2586,Anime Features,Ireland,0
2587,Anime Features,Israel,0
2588,Anime Features,Italy,0
2589,Anime Features,Japan,43
2590,Anime Features,Lebanon,0
2591,Anime Features,Malaysia,0
2592,Anime Features,Mauritius,0
2593,Anime Features,Mexico,0
2594,Anime Features,Netherlands,0
2595,Anime Features,New Zealand,0
2596,Anime Features,Norway,0
2597,Anime Features,Pakistan,0
2598,Anime Features,Paraguay,0
2599,Anime Features,Peru,0
2600,Anime Features,Philippines,0
2601,Anime Features,Poland,0
2602,Anime Features,Portugal,0
2603,Anime Features,Romania,0
2604,Anime Features,Russia,0
2605,Anime Features,Saudi Arabia,0
2606,Anime Features,Serbia,0
2607,Anime Features,Singapore,0
2608,Anime Features,Slovenia,0
2609,Anime Features,Somalia,0
2610,Anime Features,South Africa,0
2611,Anime Features,South Korea,0
2612,Anime Features,Soviet Union,0
2613,Anime Features,Spain,0
2614,Anime Features,Sweden,0
2615,Anime Features,Switzerland,0
2616,Anime Features,Taiwan,0
2617,Anime Features,Thailand,0
2618,Anime Features,Turkey,0
2619,Anime Features,United Arab Emirates,0
2620,Anime Features,United Kingdom,0
2621,Anime Features,United States,3
2622,Anime Features,Uruguay,0
2623,Anime Features,Venezuela,0
2624,TV Shows,Argentina,0
2625,TV Shows,Australia,0
2626,TV Shows,Austria,0
2627,TV Shows,Belgium,0
2628,TV Shows,Brazil,0
2629,TV Shows,Bulgaria,0
2630,TV Shows,Cambodia,0
2631,TV Shows,Canada,0
2632,TV Shows,Chile,0
2633,TV Shows,China,0
2634,TV Shows,Colombia,0
2635,TV Shows,Croatia,0
2636,TV Shows,Cyprus,0
2637,TV Shows,Czech Republic,0
2638,TV Shows,Denmark,0
2639,TV Shows,Egypt,0
2640,TV Shows,Finland,0
2641,TV Shows,France,0
2642,TV Shows,Georgia,0
2643,TV Shows,Germany,0
2644,TV Shows,Ghana,0
2645,TV Shows,Hong Kong,0
2646,TV Shows,Iceland,0
2647,TV Shows,India,2
2648,TV Shows,Indonesia,0
2649,TV Shows,Iran,0
2650,TV Shows,Ireland,0
2651,TV Shows,Israel,0
2652,TV Shows,Italy,0
2653,TV Shows,Japan,1
2654,TV Shows,Lebanon,0
2655,TV Shows,Malaysia,0
2656,TV Shows,Mauritius,0
2657,TV Shows,Mexico,0
2658,TV Shows,Netherlands,0
2659,TV Shows,New Zealand,0
2660,TV Shows,Norway,0
2661,TV Shows,Pakistan,0
2662,TV Shows,Paraguay,0
2663,TV Shows,Peru,0
2664,TV Shows,Philippines,0
2665,TV Shows,Poland,0
2666,TV Shows,Portugal,0
2667,TV Shows,Romania,0
2668,TV Shows,Russia,0
2669,TV Shows,Saudi Arabia,0
2670,TV Shows,Serbia,0
2671,TV Shows,Singapore,0
2672,TV Shows,Slovenia,0
2673,TV Shows,Somalia,0
2674,TV Shows,South Africa,0
2675,TV Shows,South Korea,0
2676,TV Shows,Soviet Union,0
2677,TV Shows,Spain,0
2678,TV Shows,Sweden,0
2679,TV Shows,Switzerland,0
2680,TV Shows,Taiwan,0
2681,TV Shows,Thailand,0
2682,TV Shows,Turkey,0
2683,TV Shows,United Arab Emirates,0
2684,TV Shows,United Kingdom,0
2685,TV Shows,United States,3
2686,TV Shows,Uruguay,0
2687,TV Shows,Venezuela,0
